game_name,reviews_like_rate,all_reviews_number,release_date,developer,user_defined_tags,supported_os,supported_languages,price,other_features,age_restriction,rating,difficulty,length,estimated_downloads,release_year
The Boba Teashop,97,375,2025-04-21,Mike Ten,"Horror, Action, Management",win,"English, Simplified Chinese, Japanese, German, Korean, Russian, Portuguese - Brazil, Spanish - Latin America",2.99,"Single-player, Steam Achievements, Steam Cloud, Stats, Family Sharing",17,4.47,2,2,14100,2025
Return to Castle Wolfenstein,92,7228,2001-11-20,Gray Matter Studios,"FPS, Action, War",win,English,2.99,"Single-player, Steam Cloud, Family Sharing",17,3.9,3,20,1400000,2001
ALTF4,80,9376,2021-11-12,PUMPKIM,"Survival, Platformer, Roguelike",win,"English, Spanish - Spain, Russian, Simplified Chinese, Korean, French, German, Japanese, Traditional Chinese, Turkish",2.99,"Single-player, Shared/Split Screen PvP, Steam Achievements, Remote Play Together, Family Sharing",17,3.43,5,11,781600,2021
Paranormal Cleanup,80,405,2023-02-16,Manic Mice,"Early Access, Horror, Action, Stealth",win,English,2.99,"Single-player, Online Co-op, Steam Achievements, Steam Cloud, Stats, Steam Leaderboards, Family Sharing",17,4.22,4,30,38500,2023
Heretic: Shadow of the Serpent Riders,94,1069,2007-08-04,Raven Software,"FPS, Action, Fantasy, 2.5D",win,English,2.99,"Single-player, Steam Cloud, Family Sharing",13,3.98,3,17,115000,2007
Dead Rising Deluxe Remaster,82,2477,2024-09-19,"CAPCOM Co., Ltd.","Action, Adventure, Sandbox, Combat",win,"English, French, Italian, German, Spanish - Spain, Spanish - Latin America, Portuguese - Brazil, Russian, Simplified Chinese, Traditional Chinese, Japanese, Korean, Polish, Arabic",37.49,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, HDR available, Family Sharing",17,2.67,3,16,134000,2024
Saturnalia,91,69,2023-11-08,Santa Ragione,"Adventure, Action, Horror","win, mac","English, French, Italian, German, Spanish - Spain, Simplified Chinese",14.99,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",17,3.0,3,5,19600,2023
ROUNDS,95,29344,2021-04-01,Landfall,"Fighting, 2D, Roguelike, Action",win,"English, French, Italian, German, Spanish - Spain, Japanese, Portuguese - Brazil, Russian, Simplified Chinese",2.99,"Online PvP, Shared/Split Screen PvP, Remote Play Together, Family Sharing",10,3.72,3,24,1900000,2021
X Invader,75,515,2024-08-13,ALLAF GAMES,"Shooter, Action, Roguelike",win,"English, Korean, Simplified Chinese, Portuguese - Brazil, French, German, Spanish - Spain, Japanese, Traditional Chinese",2.99,"Single-player, Steam Achievements, Steam Cloud, Family Sharing",13,2.65,3,16,42000,2024
Yooka-Laylee,77,2781,2017-04-11,Playtonic Games,"Platformer, Adventure","win, mac, linux","English, French, Italian, German, Spanish - Spain, Russian, Japanese, Simplified Chinese, Korean",10.49,"Single-player, Shared/Split Screen PvP, Shared/Split Screen Co-op, Steam Achievements, Steam Trading Cards, Steam Cloud, Stats, Remote Play on TV, Remote Play Together, Family Sharing",10,3.58,3,26,737000,2017
Potionomics,90,6332,2022-10-17,Voracious Games,"Management, Simulation, RPG, Card Game",win,"English, German, Japanese, Korean, Simplified Chinese, Traditional Chinese",17.49,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",10,3.71,3,38,303400,2022
SURVIVAL: Postapocalypse Now,55,7807,2019-12-03,TB Games,"Crafting, Survival, Open World, FPS, Simulation",win,"English, Russian, German",14.99,"Single-player, Online PvP, Steam Achievements, Family Sharing",13,1.66,3,21,270200,2019
Only Up: With Friends,69,1337,2023-08-17,NoGlyph Games,Platformer,win,English,2.99,"Single-player, Online PvP, Online Co-op, Steam Achievements, Steam Cloud, Steam Leaderboards, Family Sharing",10,1.86,5,13,141000,2023
Realms of Magic,80,944,2022-07-20,Polished Games,"RPG, Open World, Survival, Crafting, Adventure",win,English,9.99,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",13,2.73,4,49,48900,2022
Creepy Tale,87,2216,2020-02-21,Creepy Brothers,"Puzzle, Platformer, Stealth","win, mac, linux","English, Russian, Traditional Chinese, Simplified Chinese, German, Portuguese - Portugal, Portuguese - Brazil, Spanish - Spain, Spanish - Latin America, Italian, Turkish, French",2.99,"Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",13,2.95,1,2,213000,2020
Fight School Simulator,90,164,2025-02-19,Queen Developer,"Simulation, Action, FPS, RPG","win, mac","English, Simplified Chinese, Japanese, Russian, Turkish, Spanish - Latin America, German, Italian, Portuguese - Portugal, French, Portuguese - Brazil, Korean, Polish, Spanish - Spain, Indonesian",2.99,"Single-player, Steam Achievements, Steam Leaderboards, Family Sharing",13,3.96,2,7,13500,2025
"Whack the Serial Killer 20 Ways plus Neighbour, Burglars...",83,54,2018-04-07,Whack It,Action,win,English,2.99,"Single-player, Family Sharing",17,2.58,2,4,5000,2018
Windowkill,96,2798,2024-02-23,torcado,"Action, Roguelike, 2D","win, linux","English, Italian, German, Spanish - Spain, Arabic, Bulgarian, Czech, Dutch, Japanese, Korean, Polish, Portuguese - Brazil, Portuguese - Portugal, Russian, Simplified Chinese, Spanish - Latin America, Traditional Chinese, Filipino, Turkish, Ukrainian, Hungarian, Indonesian, Vietnamese, Basque, Belarusian, Hindi, Persian, Slovenian",2.99,"Single-player, Shared/Split Screen Co-op, Steam Achievements, Steam Trading Cards, Steam Workshop, Steam Cloud, Remote Play Together, Family Sharing",0,4.61,4,13,195700,2024
Cossacks: Back to War,88,2441,2002-11-01,GSC Game World,"Strategy, War",win,"English, French, German, Russian",2.99,"Single-player, Family Sharing",13,4.05,4,67,427000,2002
Car Mechanic Shop Simulator,62,62,2025-03-05,Digital Melody,"Simulation, Realistic",win,"English, French, Italian, German, Spanish - Spain, Japanese, Korean, Polish, Russian, Turkish, Arabic, Dutch, Portuguese - Portugal, Ukrainian, Slovak, Simplified Chinese, Traditional Chinese",2.99,"Single-player, Family Sharing",0,1.98,3,14,4800,2025
Little Inferno,96,8338,2012-11-19,Tomorrow Corporation,"Puzzle, Adventure","win, mac, linux","English, Dutch, French, German, Spanish - Spain, Italian, Portuguese - Brazil, Japanese, Korean, Russian, Simplified Chinese, Traditional Chinese, Ukrainian",7.99,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",13,3.5,1,8,867100,2012
Pure Sniper,58,153,2023-06-12,Miniclip Derby,"Action, FPS",win,"English, French, Italian, German, Spanish - Spain, Arabic, Japanese, Korean, Portuguese - Portugal, Russian, Simplified Chinese, Traditional Chinese, Turkish",0.0,"Single-player, Online PvP, In-App Purchases",13,1.71,4,8,10600,2023
Cossacks II: Battle for Europe,80,938,2006-06-19,GSC Game World,"Strategy, War",win,"English, Russian",2.99,"Single-player, Online PvP, Shared/Split Screen PvP, Remote Play Together, Family Sharing",13,3.98,5,62,141000,2006
Security: The Horrible Nights,89,108,2024-11-12,Professional Villains,"Horror, Story Rich",win,"English, Danish, Simplified Chinese, Japanese, French, Italian, German, Spanish - Spain, Korean, Polish, Portuguese - Brazil, Portuguese - Portugal, Russian, Thai, Czech, Turkish, Ukrainian",2.99,"Single-player, Steam Achievements, Family Sharing",17,3.78,4,16,9200,2024
Tales Beyond The Tomb - The Farm's Secret,75,85,2024-12-22,616 GAMES,"Adventure, Action",win,"English, French, German, Portuguese - Brazil, Spanish - Latin America",2.99,"Single-player, Steam Achievements, Family Sharing",13,2.29,3,2,3300,2024
Pile Up!,78,678,2023-06-02,Remoob,"Building, Sandbox",win,"English, Japanese, Korean, Portuguese - Brazil, Simplified Chinese, Turkish, French, German, Spanish - Spain, Portuguese - Portugal, Russian, Traditional Chinese, Polish",2.99,"Single-player, Steam Achievements, Family Sharing",0,2.3,2,11,75000,2023
Fighters Unleashed,61,90,2016-12-28,Volens Nolens Games,"Action, Adventure, Fighting",win,"English, Spanish - Spain",2.99,"Single-player, Steam Trading Cards, Family Sharing",10,1.64,2,10,68000,2016
Tiny Robots Recharged,73,67,2021-09-09,Big Loop Studios,"Adventure, Puzzle",win,"English, French, Italian, German, Spanish - Spain, Japanese, Korean, Portuguese - Portugal, Russian",4.99,"Single-player, Family Sharing",0,3.17,2,4,3000,2021
Zup! 9,95,1711,2019-06-24,Quiet River,"Puzzle, 2D",win,"English, French, Italian, German, Spanish - Spain, Arabic, Bulgarian, Portuguese - Brazil, Hungarian, Vietnamese, Greek, Danish, Spanish - Latin America, Traditional Chinese, Simplified Chinese, Korean, Dutch, Norwegian, Polish, Portuguese - Portugal, Romanian, Russian, Thai, Turkish, Ukrainian, Finnish, Czech, Swedish, Japanese",1.49,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",0,4.44,1,23,80000,2019
Silverpine Creek,68,16,2025-03-25,PHANTOM TOAST,"Simulation, Horror",win,"English, German, Japanese, Korean, Portuguese - Brazil, Portuguese - Portugal, Russian, Simplified Chinese, Turkish",3.99,"Single-player, Steam Achievements, Family Sharing",17,1.93,2,2,1100,2025
Kraken City,73,101,2024-12-10,nStarcube,"Sexual Content, Anime, Realistic",win,"English, French, Italian, German, Spanish - Spain, Russian, Vietnamese, Japanese, Simplified Chinese, Traditional Chinese, Thai, Turkish, Portuguese - Brazil, Polish, Korean",2.99,"Single-player, Steam Achievements, Family Sharing",17,2.87,3,3,3900,2024
Zup! X,96,6260,2018-05-17,Quiet River,"Puzzle, 2D, Platformer",win,"English, French, Italian, German, Spanish - Spain, Arabic, Bulgarian, Portuguese - Brazil, Hungarian, Greek, Danish, Traditional Chinese, Simplified Chinese, Korean, Dutch, Norwegian, Polish, Portuguese - Portugal, Romanian, Russian, Thai, Turkish, Ukrainian, Finnish, Czech, Swedish, Japanese, Vietnamese, Spanish - Latin America, Azerbaijani, Albanian, Amharic, Armenian, Assamese, Afrikaans, Basque, Belarusian, Bangla, Bosnian, Valencian, Welsh, Wolof, Galician, Georgian, Gujarati, Dari, Zulu, Hebrew, Igbo, Indonesian, Irish, Icelandic, Yoruba, Kazakh, Kannada, Catalan, Quechua, Kinyarwanda, K'iche', Konkani, Xhosa, Khmer, Kyrgyz, Latvian, Lithuanian, Luxembourgish, Macedonian, Malay, Malayalam, Maltese, Maori, Marathi, Mongolian, Nepali, Odia, Punjabi (Gurmukhi), Punjabi (Shahmukhi), Persian, Serbian, Sotho, Sinhala, Sindhi, Slovak, Slovenian, Sorani, Swahili, Tajik, Tamil, Tatar, Telugu, Tigrinya, Tswana, Turkmen, Uzbek, Uyghur, Urdu, Filipino, Hausa, Hindi, Croatian, Cherokee, Scots, Estonian",1.49,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",0,3.64,1,12,201000,2018
Nyakori's Rabbit Doll,95,1255,2020-02-03,赤瞳大白猫,"RPG, Horror, Adventure, Anime",win,"English, Simplified Chinese, Thai, Vietnamese, Korean, Japanese",2.99,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",13,4.0,1,12,73000,2020
Aeterna Noctis,77,1407,2021-12-14,Aeternum Game Studios S.L,"Souls-like, Platformer",win,"English, French, German, Spanish - Spain, Japanese, Russian, Simplified Chinese, Portuguese - Brazil",14.99,"Single-player, Online PvP, Steam Achievements, Steam Cloud, Family Sharing",13,3.88,4,63,75000,2021
Topac Battle,60,20,2024-06-25,Keep Games,"Automation, Simulation",win,"English, Simplified Chinese, Portuguese - Brazil, Japanese, Spanish - Latin America, Turkish, French",2.49,"Single-player, Steam Achievements, Family Sharing",0,1.62,2,8,1000,2024
Lucius III,53,949,2018-12-13,Shiver Games,"Adventure, Horror, Puzzle",win,"English, French, German, Spanish - Spain, Finnish, Russian, Simplified Chinese",19.99,"Single-player, Steam Achievements, Steam Cloud, Stats, Family Sharing",17,2.17,2,7,86000,2018
Day of Dragons,69,5773,2019-12-05,Beawesome Games,"Early Access, Survival, Open World, Sandbox",win,English,10.49,"MMO, Online PvP, Online Co-op",10,2.19,3,72,218500,2019
Subway Exorcist Girl,83,205,2025-01-25,纤指游戏,"Horror, Adventure, Roguelike",win,"English, French, German, Spanish - Spain, Russian, Japanese, Polish, Simplified Chinese, Korean, Portuguese - Brazil",2.99,"Single-player, Steam Achievements, Steam Cloud, Family Sharing",17,3.0,1,4,8300,2025
Slime 3K: Rise Against Despot,80,1361,2024-10-31,Konfa Games,"Action, Roguelike, Shooter, RPG","win, mac, linux","English, French, Italian, German, Spanish - Spain, Japanese, Korean, Russian, Portuguese - Brazil",2.99,"Single-player, Steam Achievements, Steam Cloud, Family Sharing",13,4.0,3,20,124100,2024
Nightmare of Decay,96,3678,2022-05-03,Checkmaty,"Action, FPS, Survival, Horror",win,"English, French, Polish, Russian, Simplified Chinese, Traditional Chinese, Spanish - Latin America, Portuguese - Brazil, Italian, German, Czech, Hungarian, Turkish, Norwegian, Swedish",4.99,"Single-player, Steam Achievements, Steam Cloud, Family Sharing",17,3.6,3,2,192000,2022
Mira and the Mysteries of Alchemy,72,118,2020-10-16,dieselmine,"RPG, Sexual Content, Anime",win,"English, Japanese, Simplified Chinese",2.0,"Single-player, Steam Cloud, Family Sharing",17,2.33,2,3,16000,2020
Pocket Idler: Fishing Pond,84,53,2024-05-02,Inner Realm Studios,"2D, Cute",win,English,1.99,"Single-player, Steam Achievements, Family Sharing",0,2.79,3,20,3000,2024
AdVenture Capitalist,87,59117,2015-03-30,Hyper Hippo Games,"Management, Automation, 2D","win, mac, linux",English,0.0,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud",0,3.04,1,67,6060000,2015
Genesis Survivors,81,74,2024-12-10,Aeternum Game Studios S.L,"Early Access, RPG, Action, Roguelike",win,"English, Spanish - Spain, French, German, Simplified Chinese, Traditional Chinese, Korean, Japanese, Portuguese - Brazil, Russian",2.99,"Single-player, Steam Achievements, Steam Cloud, Family Sharing",13,2.75,3,5,3000,2024
Doll Impostor,94,808,2024-03-29,David Gallardo,"Strategy, Action, Adventure, Simulation",win,"English, Spanish - Spain, Spanish - Latin America, French, Italian, German, Bulgarian, Czech, Simplified Chinese, Traditional Chinese, Korean, Danish, Finnish, Greek, Dutch, Hungarian, Indonesian, Japanese, Norwegian, Polish, Portuguese - Brazil, Portuguese - Portugal, Romanian, Russian, Swedish, Thai, Turkish, Ukrainian, Vietnamese, Arabic",4.49,"Single-player, Online PvP, Online Co-op, Steam Achievements, VR Supported, Steam Trading Cards, In-App Purchases, Steam Cloud, Stats, Steam Leaderboards, Family Sharing",17,4.19,2,19,34500,2024
Bloobs Adventure Idle,85,301,2024-07-15,Bloobs_Dev,"RPG, 2D, Cute, Crafting",win,English,4.49,"Single-player, Steam Achievements, Steam Cloud, Family Sharing",0,3.71,4,80,9200,2024
Night Slashers: Remake,57,85,2024-09-26,Storm Trident S.A.,"2D, Action, Adventure, Fighting",win,"English, French, Italian, German, Spanish - Spain, Japanese, Polish, Portuguese - Portugal, Traditional Chinese, Korean",5.79,"Single-player, Shared/Split Screen Co-op, Steam Achievements, Remote Play Together, Family Sharing",13,1.6,3,2,3500,2024
Melvor Idle,90,13313,2021-11-18,Games by Malcs,"RPG, 2D, Automation, Adventure","win, mac, linux","English, French, Italian, German, Spanish - Spain, Japanese, Korean, Portuguese - Portugal, Portuguese - Brazil, Russian, Simplified Chinese, Traditional Chinese, Turkish",6.29,"Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",0,3.73,4,80,1030000,2021
The Crooked Man,92,1027,2018-01-16,Uri Games,"2D, Horror, Story Rich, Anime",win,"English, Japanese, Traditional Chinese, Korean, Simplified Chinese",1.99,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",17,3.71,2,14,74000,2018
Nosferatu: The Wrath of Malachi,90,1393,2003-10-21,Idol FX,"Horror, Action, FPS",win,English,1.99,"Single-player, Steam Trading Cards, Steam Cloud, Family Sharing",17,3.12,3,11,235000,2003
The Witcher 3: Wild Hunt,96,761599,2015-05-18,CD PROJEKT RED,"Open World, RPG, Story Rich, Adventure, Fantasy",win,"English, French, Italian, German, Spanish - Spain, Arabic, Czech, Hungarian, Japanese, Korean, Polish, Portuguese - Brazil, Russian, Traditional Chinese, Turkish, Simplified Chinese, Spanish - Latin America",29.99,"Single-player, Steam Achievements, Steam Trading Cards, Steam Workshop, Steam Cloud, Remote Play on Tablet, Remote Play on TV, Family Sharing",17,4.72,3,80,28070000,2015
YORG.io,90,569,2019-05-23,Tobias Springer,"Strategy, Building",win,"English, German, French, Italian, Spanish - Spain, Arabic, Czech, Danish, Dutch, Greek, Hungarian, Korean, Polish, Portuguese - Portugal, Portuguese - Brazil, Romanian, Russian, Simplified Chinese, Traditional Chinese, Turkish",2.49,"Single-player, Steam Cloud, Family Sharing",0,4.25,4,67,86000,2019
Just Cause,66,4201,2006-09-22,Avalanche Studios,"Action, Open World, Shooter",win,"English, French, German, Italian, Spanish - Spain",5.49,"Single-player, Family Sharing",17,3.09,3,18,1340000,2006
Seven Kingdoms 2 HD,83,313,2015-02-05,Enlight Software Limited,"Strategy, Simulation, Management",win,English,9.99,"Single-player, Family Sharing",13,3.63,5,71,76000,2015
The Lament of a Lifeless Star,95,23,2024-01-16,"TALESSHOP Co., Ltd.","Visual Novel, Anime, Story Rich",win,"English, Korean",5.79,"Single-player, Steam Achievements, Steam Cloud, Family Sharing",13,4.6,1,13,1000,2024
Grave Keeper,47,70,2019-03-29,Baldur Games,"Adventure, RPG, Roguelike, Combat",win,"English, French, Italian, Spanish - Spain, Simplified Chinese, Korean, Polish, Portuguese - Portugal, Russian, Turkish",5.79,"Single-player, Steam Achievements, Family Sharing",13,1.18,2,4,5000,2019
Propagation: Paradise Hotel,87,575,2023-05-04,WanadevStudio,"Action, Survival, Horror, FPS",win,"English, French, Italian, German, Spanish - Spain, Japanese, Korean, Portuguese - Brazil, Russian, Simplified Chinese, Polish",10.49,"Single-player, Tracked Controller Support, VR Only, Family Sharing",17,3.67,3,4,45000,2023
FatalZone,68,2104,2024-09-17,Midhard Games,"Action, Roguelike, Survival, RPG",win,"English, French, German, Spanish - Spain, Japanese, Korean, Polish, Portuguese - Brazil, Russian, Simplified Chinese",3.99,"Single-player, Steam Achievements, Steam Cloud, Family Sharing",13,1.33,3,67,111700,2024
